t_out,v_out,t_in,v_in
6.08e-05,-0.168,6.08e-05,-1.08
6.09e-05,-0.168,6.09e-05,-1.04
6.1e-05,-0.16,6.1e-05,-1.0
6.11e-05,-0.16,6.11e-05,-1.04
6.12e-05,-0.16,6.12e-05,-1.08
6.13e-05,-0.168,6.13e-05,-1.04
6.14e-05,-0.176,6.14e-05,-1.04
6.15e-05,-0.168,6.15e-05,-1.04
6.16e-05,-0.168,6.16e-05,-1.12
6.17e-05,-0.184,6.17e-05,-1.08
6.18e-05,-0.176,6.18e-05,-1.08
6.19e-05,-0.184,6.19e-05,-1.08
6.2e-05,-0.176,6.2e-05,-1.08
6.21e-05,-0.184,6.21e-05,0.92
6.22e-05,-0.192,6.22e-05,0.96
6.23e-05,-0.176,6.23e-05,0.92
6.24e-05,-0.168,6.24e-05,0.96
6.25e-05,-0.176,6.25e-05,0.92
6.26e-05,-0.176,6.26e-05,0.96
6.27e-05,-0.168,6.27e-05,1.0
6.28e-05,-0.16,6.28e-05,0.96
6.29e-05,-0.16,6.29e-05,0.96
6.3e-05,-0.16,6.3e-05,0.92
6.31e-05,-0.152,6.31e-05,0.96
6.32e-05,-0.16,6.32e-05,0.92
6.33e-05,-0.152,6.33e-05,0.96
6.34e-05,-0.152,6.34e-05,0.96
6.35e-05,-0.16,6.35e-05,1.0
6.36e-05,-0.152,6.36e-05,0.96
6.37e-05,-0.144,6.37e-05,0.96
6.38e-05,-0.144,6.38e-05,0.96
6.39e-05,-0.144,6.39e-05,0.96
6.4e-05,-0.136,6.4e-05,0.96
6.41e-05,-0.136,6.41e-05,0.96
6.42e-05,-0.136,6.42e-05,1.0
6.43e-05,-0.136,6.43e-05,0.92
6.44e-05,-0.128,6.44e-05,1.0
6.45e-05,-0.128,6.45e-05,1.0
6.46e-05,-0.128,6.46e-05,0.96
6.47e-05,-0.128,6.47e-05,0.96
6.48e-05,-0.12,6.48e-05,1.0
6.49e-05,-0.12,6.49e-05,1.0
6.5e-05,-0.112,6.5e-05,0.96
6.51e-05,-0.12,6.51e-05,0.96
6.52e-05,-0.112,6.52e-05,1.0
6.53e-05,-0.112,6.53e-05,0.96
6.54e-05,-0.112,6.54e-05,0.96
6.55e-05,-0.104,6.55e-05,1.0
6.56e-05,-0.12,6.56e-05,0.96
6.57e-05,-0.112,6.57e-05,0.96
6.58e-05,-0.104,6.58e-05,0.96
6.59e-05,-0.096,6.59e-05,0.92
6.6e-05,-0.104,6.6e-05,0.96
6.61e-05,-0.096,6.61e-05,0.96
6.62e-05,-0.096,6.62e-05,0.92
6.63e-05,-0.096,6.63e-05,1.0
6.64e-05,-0.096,6.64e-05,1.0
6.65e-05,-0.088,6.65e-05,0.96
6.66e-05,-0.088,6.66e-05,0.96
6.67e-05,-0.088,6.67e-05,0.96
6.68e-05,-0.088,6.68e-05,0.96
6.69e-05,-0.088,6.69e-05,0.96
6.7e-05,-0.08,6.7e-05,0.96
6.71e-05,-0.088,6.71e-05,0.96
6.72e-05,-0.08,6.72e-05,1.0
6.73e-05,-0.072,6.73e-05,0.92
6.74e-05,-0.08,6.74e-05,0.96
6.75e-05,-0.064,6.75e-05,0.96
6.76e-05,-0.072,6.76e-05,0.92
6.77e-05,-0.064,6.77e-05,1.0
6.78e-05,-0.072,6.78e-05,0.96
6.79e-05,-0.064,6.79e-05,0.96
6.8e-05,-0.064,6.8e-05,0.96
6.81e-05,-0.064,6.81e-05,0.96
6.82e-05,-0.056,6.82e-05,0.96
6.83e-05,-0.056,6.83e-05,1.0
6.84e-05,-0.048,6.84e-05,0.96
6.85e-05,-0.048,6.85e-05,0.96
6.86e-05,-0.056,6.86e-05,1.0
6.87e-05,-0.056,6.87e-05,0.96
6.88e-05,-0.048,6.88e-05,0.92
6.89e-05,-0.048,6.89e-05,0.96
6.9e-05,-0.048,6.9e-05,0.92
6.91e-05,-0.032,6.91e-05,0.96
6.92e-05,-0.04,6.92e-05,0.92
6.93e-05,-0.04,6.93e-05,0.96
6.94e-05,-0.032,6.94e-05,0.96
6.95e-05,-0.032,6.95e-05,0.96
6.96e-05,-0.032,6.96e-05,0.96
6.97e-05,-0.032,6.97e-05,0.96
6.98e-05,-0.032,6.98e-05,0.96
6.99e-05,-0.032,6.99e-05,0.96
7e-05,-0.032,7e-05,0.96
7.01e-05,-0.024,7.01e-05,0.96
7.02e-05,-0.032,7.02e-05,0.92
7.03e-05,-0.024,7.03e-05,0.96
7.04e-05,-0.024,7.04e-05,0.92
7.05e-05,-0.016,7.05e-05,1.0
7.06e-05,-0.024,7.06e-05,1.0
7.07e-05,-0.016,7.07e-05,0.92
7.08e-05,-0.016,7.08e-05,0.92
7.09e-05,-0.016,7.09e-05,0.96
7.1e-05,-0.016,7.1e-05,1.0
7.11e-05,-0.008,7.11e-05,0.96
7.12e-05,0.0,7.12e-05,0.96
7.13e-05,0.0,7.13e-05,0.96
7.14e-05,-0.008,7.14e-05,0.92
7.15e-05,0.0,7.15e-05,0.96
7.16e-05,-0.008,7.16e-05,0.96
7.17e-05,0.0,7.17e-05,1.0
7.18e-05,0.0,7.18e-05,1.0
7.19e-05,0.0,7.19e-05,0.96
7.2e-05,0.0,7.2e-05,0.96
7.21e-05,0.016,7.21e-05,0.96
7.22e-05,0.0,7.22e-05,1.0
7.23e-05,0.008,7.23e-05,1.0
7.24e-05,0.008,7.24e-05,0.96
7.25e-05,0.016,7.25e-05,1.0
7.26e-05,0.008,7.26e-05,0.96
7.27e-05,0.024,7.27e-05,0.96
7.28e-05,0.016,7.28e-05,0.96
7.29e-05,0.016,7.29e-05,0.96
7.3e-05,0.024,7.3e-05,0.96
7.31e-05,0.032,7.31e-05,0.96
7.32e-05,0.024,7.32e-05,0.96
7.33e-05,0.032,7.33e-05,0.96
7.34e-05,0.016,7.34e-05,0.96
7.35e-05,0.024,7.35e-05,0.96
7.36e-05,0.032,7.36e-05,1.0
7.37e-05,0.04,7.37e-05,0.96
7.38e-05,0.032,7.38e-05,0.96
7.39e-05,0.032,7.39e-05,0.96
7.4e-05,0.04,7.4e-05,0.96
7.41e-05,0.032,7.41e-05,1.0
7.42e-05,0.048,7.42e-05,0.96
7.43e-05,0.04,7.43e-05,1.0
7.44e-05,0.04,7.44e-05,1.0
7.45e-05,0.04,7.45e-05,0.96
7.46e-05,0.056,7.46e-05,1.0
7.47e-05,0.048,7.47e-05,1.0
7.48e-05,0.048,7.48e-05,0.96
7.49e-05,0.048,7.49e-05,0.96
7.5e-05,0.056,7.5e-05,0.96
7.51e-05,0.048,7.51e-05,1.0
7.52e-05,0.056,7.52e-05,0.96
7.53e-05,0.064,7.53e-05,0.96
7.54e-05,0.064,7.54e-05,0.96
7.55e-05,0.056,7.55e-05,0.96
7.56e-05,0.056,7.56e-05,1.0
7.57e-05,0.056,7.57e-05,0.96
7.58e-05,0.064,7.58e-05,1.0
7.59e-05,0.064,7.59e-05,0.96
7.6e-05,0.072,7.6e-05,0.96
7.61e-05,0.064,7.61e-05,0.96
7.62e-05,0.072,7.62e-05,0.96
7.63e-05,0.072,7.63e-05,1.0
7.64e-05,0.072,7.64e-05,1.0
7.65e-05,0.08,7.65e-05,0.96
7.66e-05,0.072,7.66e-05,1.0
7.67e-05,0.08,7.67e-05,0.96
7.68e-05,0.08,7.68e-05,1.0
7.69e-05,0.08,7.69e-05,1.0
7.7e-05,0.08,7.7e-05,0.96
7.71e-05,0.08,7.71e-05,0.96
7.72e-05,0.088,7.72e-05,1.0
7.73e-05,0.096,7.73e-05,1.0
7.74e-05,0.096,7.74e-05,0.96
7.75e-05,0.088,7.75e-05,1.0
7.76e-05,0.096,7.76e-05,0.96
7.77e-05,0.096,7.77e-05,1.0
7.78e-05,0.096,7.78e-05,0.96
7.79e-05,0.096,7.79e-05,1.0
7.8e-05,0.104,7.8e-05,0.96
7.81e-05,0.112,7.81e-05,1.0
7.82e-05,0.104,7.82e-05,1.0
7.83e-05,0.104,7.83e-05,0.96
7.84e-05,0.104,7.84e-05,0.96
7.85e-05,0.104,7.85e-05,1.0
7.86e-05,0.104,7.86e-05,1.0
7.87e-05,0.112,7.87e-05,1.0
7.88e-05,0.112,7.88e-05,1.0
7.89e-05,0.112,7.89e-05,0.96
7.9e-05,0.112,7.9e-05,0.96
7.91e-05,0.112,7.91e-05,0.96
7.92e-05,0.112,7.92e-05,1.0
7.93e-05,0.112,7.93e-05,1.0
7.94e-05,0.12,7.94e-05,0.92
7.95e-05,0.12,7.95e-05,1.0
7.96e-05,0.12,7.96e-05,0.96
7.97e-05,0.12,7.97e-05,0.96
7.98e-05,0.128,7.98e-05,0.96
7.99e-05,0.128,7.99e-05,1.0
8e-05,0.12,8e-05,1.0
8.01e-05,0.12,8.01e-05,0.96
8.02e-05,0.128,8.02e-05,0.96
8.03e-05,0.136,8.03e-05,0.96
8.04e-05,0.136,8.04e-05,1.0
8.05e-05,0.136,8.05e-05,1.0
8.06e-05,0.136,8.06e-05,0.96
8.07e-05,0.136,8.07e-05,0.96
8.08e-05,0.136,8.08e-05,1.0
8.09e-05,0.136,8.09e-05,0.96
8.1e-05,0.144,8.1e-05,1.0
8.11e-05,0.144,8.11e-05,0.96
8.12e-05,0.144,8.12e-05,0.96
8.13e-05,0.144,8.13e-05,1.0
8.14e-05,0.152,8.14e-05,1.0
8.15e-05,0.144,8.15e-05,0.92
8.16e-05,0.136,8.16e-05,1.0
8.17e-05,0.152,8.17e-05,1.0
8.18e-05,0.144,8.18e-05,1.0
8.19e-05,0.152,8.19e-05,0.96
8.2e-05,0.16,8.2e-05,0.92
8.21e-05,0.152,8.21e-05,0.96
8.22e-05,0.168,8.22e-05,0.96
8.23e-05,0.168,8.23e-05,0.96
8.24e-05,0.168,8.24e-05,0.96
8.25e-05,0.16,8.25e-05,1.0
8.26e-05,0.176,8.26e-05,1.0
8.27e-05,0.168,8.27e-05,1.0
8.28e-05,0.16,8.28e-05,0.96
8.29e-05,0.168,8.29e-05,1.0
8.3e-05,0.176,8.3e-05,0.92
8.31e-05,0.176,8.31e-05,1.0
8.32e-05,0.184,8.32e-05,0.96
8.33e-05,0.176,8.33e-05,1.0
8.34e-05,0.168,8.34e-05,0.96
8.35e-05,0.168,8.35e-05,1.0
8.36e-05,0.168,8.36e-05,1.0
8.37e-05,0.184,8.37e-05,0.96
8.38e-05,0.176,8.38e-05,1.0
8.39e-05,0.184,8.39e-05,0.96
8.4e-05,0.184,8.4e-05,1.0
8.41e-05,0.192,8.41e-05,1.0
8.42e-05,0.184,8.42e-05,0.96
8.43e-05,0.2,8.43e-05,0.96
8.44e-05,0.192,8.44e-05,0.96
8.45e-05,0.192,8.45e-05,0.96
8.46e-05,0.192,8.46e-05,1.0
8.47e-05,0.192,8.47e-05,0.96
8.48e-05,0.2,8.48e-05,1.0
8.49e-05,0.192,8.49e-05,0.96
8.5e-05,0.192,8.5e-05,1.0
8.51e-05,0.2,8.51e-05,0.96
8.52e-05,0.192,8.52e-05,0.96
8.53e-05,0.208,8.53e-05,1.0
8.54e-05,0.192,8.54e-05,0.96
8.55e-05,0.208,8.55e-05,1.0
8.56e-05,0.2,8.56e-05,0.96
8.57e-05,0.208,8.57e-05,0.96
8.58e-05,0.208,8.58e-05,0.92
8.59e-05,0.208,8.59e-05,0.96
8.6e-05,0.216,8.6e-05,0.96
8.61e-05,0.216,8.61e-05,0.96
8.62e-05,0.224,8.62e-05,0.96
8.63e-05,0.216,8.63e-05,1.0
8.64e-05,0.224,8.64e-05,1.0
8.65e-05,0.216,8.65e-05,1.0
8.66e-05,0.216,8.66e-05,1.0
8.67e-05,0.216,8.67e-05,0.96
8.68e-05,0.216,8.68e-05,0.96
8.69e-05,0.216,8.69e-05,1.0
8.7e-05,0.224,8.7e-05,1.0
8.71e-05,0.224,8.71e-05,-1.0
8.72e-05,0.232,8.72e-05,-1.04
8.73e-05,0.216,8.73e-05,-1.12
8.74e-05,0.216,8.74e-05,-1.08
8.75e-05,0.208,8.75e-05,-1.04
8.76e-05,0.2,8.76e-05,-1.04
8.77e-05,0.208,8.77e-05,-1.08
8.78e-05,0.208,8.78e-05,-1.08
8.79e-05,0.2,8.79e-05,-1.08
8.8e-05,0.208,8.8e-05,-1.08
8.81e-05,0.2,8.81e-05,-1.04
8.82e-05,0.2,8.82e-05,-1.0
8.83e-05,0.192,8.83e-05,-1.08
8.84e-05,0.192,8.84e-05,-1.04
8.85e-05,0.184,8.85e-05,-1.04
8.86e-05,0.192,8.86e-05,-1.04
8.87e-05,0.192,8.87e-05,-1.04
8.88e-05,0.184,8.88e-05,-1.08
8.89e-05,0.192,8.89e-05,-1.04
8.9e-05,0.192,8.9e-05,-1.04
8.91e-05,0.184,8.91e-05,-1.04
8.92e-05,0.176,8.92e-05,-1.04
8.93e-05,0.176,8.93e-05,-1.08
8.94e-05,0.168,8.94e-05,-1.04
8.95e-05,0.176,8.95e-05,-1.04
8.96e-05,0.184,8.96e-05,-1.08
8.97e-05,0.176,8.97e-05,-1.0
8.98e-05,0.176,8.98e-05,-1.08
8.99e-05,0.168,8.99e-05,-1.08
9e-05,0.16,9e-05,-1.08
9.01e-05,0.152,9.01e-05,-1.08
9.02e-05,0.152,9.02e-05,-1.04
9.03e-05,0.152,9.03e-05,-1.04
9.04e-05,0.16,9.04e-05,-1.04
9.05e-05,0.152,9.05e-05,-1.08
9.06e-05,0.152,9.06e-05,-1.08
9.07e-05,0.144,9.07e-05,-1.08
9.08e-05,0.152,9.08e-05,-1.08
9.09e-05,0.144,9.09e-05,-1.04
9.1e-05,0.144,9.1e-05,-1.04
9.11e-05,0.144,9.11e-05,-1.08
9.12e-05,0.136,9.12e-05,-1.04
9.13e-05,0.144,9.13e-05,-1.04
9.14e-05,0.128,9.14e-05,-1.04
